RK73H1ETTP62R0F	KOA	1005	62	±1%	0.063W
RK73B1ETTP620J	KOA	1005	62	±5%	0.063W
RK73H1ETTP68R0F	KOA	1005	68	±1%	0.063W
RK73B1ETTP680J	KOA	1005	68	±5%	0.063W
RK73H1ETTP75R0F	KOA	1005	75	±1%	0.063W
RK73B1ETTP750J	KOA	1005	75	±5%	0.063W
RK73H1ETTP82R0F	KOA	1005	82	±1%	0.063W
RK73B1ETTP820J	KOA	1005	82	±5%	0.063W
RK73H1ETTP91R0F	KOA	1005	91	±1%	0.063W
RK73B1ETTP910J	KOA	1005	91	±5%	0.063W
RK73H1ETTP1000F	KOA	1005	100	±1%	0.063W
RK73B1ETTP101J	KOA	1005	100	±5%	0.063W
RK73H1ETTP1100F	KOA	1005	110	±1%	0.063W
RK73B1ETTP111J	KOA	1005	110	±5%	0.063W
RK73H1ETTP1200F	KOA	1005	120	±1%	0.063W
RK73B1ETTP121J	KOA	1005	120	±5%	0.063W
RK73H1ETTP1300F	KOA	1005	130	±1%	0.063W
RK73B1ETTP131J	KOA	1005	130	±5%	0.063W
RK73H1ETTP1500F	KOA	1005	150	±1%	0.063W
RK73B1ETTP151J	KOA	1005	150	±5%	0.063W
RK73H1ETTP1600F	KOA	1005	160	±1%	0.063W
RK73B1ETTP161J	KOA	1005	160	±5%	0.063W
RK73H1ETTP1800F	KOA	1005	180	±1%	0.063W
RK73B1ETTP181J	KOA	1005	180	±5%	0.063W
RK73H1ETTP2000F	KOA	1005	200	±1%	0.063W
RK73B1ETTP201J	KOA	1005	200	±5%	0.063W
RK73H1ETTP2200F	KOA	1005	220	±1%	0.063W
RK73B1ETTP221J	KOA	1005	220	±5%	0.063W
RK73H1ETTP2400F	KOA	1005	240	±1%	0.063W
RK73B1ETTP241J	KOA	1005	240	±5%	0.063W
RK73H1ETTP2700F	KOA	1005	270	±1%	0.063W
RK73B1ETTP271J	KOA	1005	270	±5%	0.063W
RK73H1ETTP3000F	KOA	1005	300	±1%	0.063W
RK73B1ETTP301J	KOA	1005	300	±5%	0.063W
RK73H1ETTP3300F	KOA	1005	330	±1%	0.063W
RK73B1ETTP331J	KOA	1005	330	±5%	0.063W
RK73H1ETTP3600F	KOA	1005	360	±1%	0.063W
RK73B1ETTP361J	KOA	1005	360	±5%	0.063W
RK73H1ETTP3900F	KOA	1005	390	±1%	0.063W
RK73B1ETTP391J	KOA	1005	390	±5%	0.063W
RK73H1ETTP4300F	KOA	1005	430	±1%	0.063W
RK73B1ETTP431J	KOA	1005	430	±5%	0.063W
RK73H1ETTP4700F	KOA	1005	470	±1%	0.063W
RK73B1ETTP471J	KOA	1005	470	±5%	0.063W
RK73H1ETTP5100F	KOA	1005	510	±1%	0.063W
RK73B1ETTP511J	KOA	1005	510	±5%	0.063W
RK73H1ETTP5600F	KOA	1005	560	±1%	0.063W
RK73B1ETTP561J	KOA	1005	560	±5%	0.063W
RK73H1ETTP6200F	KOA	1005	620	±1%	0.063W
RK73B1ETTP621J	KOA	1005	620	±5%	0.063W
RK73H1ETTP6800F	KOA	1005	680	±1%	0.063W
RK73B1ETTP681J	KOA	1005	680	±5%	0.063W
RK73H1ETTP7500F	KOA	1005	750	±1%	0.063W
RK73B1ETTP751J	KOA	1005	750	±5%	0.063W
RK73H1ETTP8200F	KOA	1005	820	±1%	0.063W
RK73B1ETTP821J	KOA	1005	820	±5%	0.063W
RK73H1ETTP9100F	KOA	1005	910	±1%	0.063W
RK73B1ETTP911J	KOA	1005	910	±5%	0.063W
RK73H1ETTP1001F	KOA	1005	1.00k	±1%	0.063W
RK73B1ETTP102J	KOA	1005	1k	±5%	0.063W
RK73H1ETTP1101F	KOA	1005	1.10k	±1%	0.063W
RK73B1ETTP112J	KOA	1005	1.1k	±5%	0.063W
RK73H1ETTP1201F	KOA	1005	1.20k	±1%	0.063W
RK73B1ETTP122J	KOA	1005	1.2k	±5%	0.063W
RK73H1ETTP1301F	KOA	1005	1.30k	±1%	0.063W
RK73B1ETTP132J	KOA	1005	1.3k	±5%	0.063W
RK73H1ETTP1501F	KOA	1005	1.50k	±1%	0.063W
RK73B1ETTP152J	KOA	1005	1.5k	±5%	0.063W
RK73H1ETTP1601F	KOA	1005	1.60k	±1%	0.063W
RK73B1ETTP162J	KOA	1005	1.6k	±5%	0.063W
RK73H1ETTP1801F	KOA	1005	1.80k	±1%	0.063W
RK73B1ETTP182J	KOA	1005	1.8k	±5%	0.063W
RK73H1ETTP2001F	KOA	1005	2.00k	±1%	0.063W
RK73B1ETTP202J	KOA	1005	2.0k	±5%	0.063W
RK73H1ETTP2201F	KOA	1005	2.20k	±1%	0.063W
RK73B1ETTP222J	KOA	1005	2.2k	±5%	0.063W
RK73H1ETTP2401F	KOA	1005	2.40k	±1%	0.063W
RK73B1ETTP242J	KOA	1005	2.4k	±5%	0.063W
RK73H1ETTP2701F	KOA	1005	2.70k	±1%	0.063W
RK73B1ETTP272J	KOA	1005	2.7k	±5%	0.063W
RK73H1ETTP3001F	KOA	1005	3.00k	±1%	0.063W
RK73B1ETTP302J	KOA	1005	3.0k	±5%	0.063W
RK73H1ETTP3301F	KOA	1005	3.30k	±1%	0.063W
RK73B1ETTP332J	KOA	1005	3.3k	±5%	0.063W
RK73H1ETTP3601F	KOA	1005	3.60k	±1%	0.063W
RK73B1ETTP362J	KOA	1005	3.6k	±5%	0.063W
RK73H1ETTP3901F	KOA	1005	3.90k	±1%	0.063W
RK73B1ETTP392J	KOA	1005	3.9k	±5%	0.063W
RK73H1ETTP4301F	KOA	1005	4.30k	±1%	0.063W
RK73B1ETTP432J	KOA	1005	4.3k	±5%	0.063W
RK73H1ETTP4701F	KOA	1005	4.70k	±1%	0.063W
RK73B1ETTP472J	KOA	1005	4.7k	±5%	0.063W
RK73H1ETTP5101F	KOA	1005	5.10k	±1%	0.063W
RK73B1ETTP512J	KOA	1005	5.1k	±5%	0.063W
RK73H1ETTP5601F	KOA	1005	5.60k	±1%	0.063W
RK73B1ETTP562J	KOA	1005	5.6k	±5%	0.063W
RK73H1ETTP6201F	KOA	1005	6.20k	±1%	0.063W
RK73B1ETTP622J	KOA	1005	6.2k	±5%	0.063W
RK73H1ETTP6801F	KOA	1005	6.80k	±1%	0.063W
RK73B1ETTP682J	KOA	1005	6.8k	±5%	0.063W
RK73H1ETTP7501F	KOA	1005	7.50k	±1%	0.063W
RK73B1ETTP752J	KOA	1005	7.5k	±5%	0.063W
RK73H1ETTP8201F	KOA	1005	8.20k	±1%	0.063W
RK73B1ETTP822J	KOA	1005	8.2k	±5%	0.063W
RK73H1ETTP9101F	KOA	1005	9.10k	±1%	0.063W
RK73B1ETTP912J	KOA	1005	9.1k	±5%	0.063W
RK73H1ETTP1002F	KOA	1005	10.0k	±1%	0.063W
RK73B1ETTP103J	KOA	1005	10k	±5%	0.063W
RK73H1ETTP1102F	KOA	1005	11.0k	±1%	0.063W
RK73B1ETTP113J	KOA	1005	11k	±5%	0.063W
RK73H1ETTP1202F	KOA	1005	12.0k	±1%	0.063W
RK73B1ETTP123J	KOA	1005	12k	±5%	0.063W
RK73H1ETTP1302F	KOA	1005	13.0k	±1%	0.063W
RK73B1ETTP133J	KOA	1005	13k	±5%	0.063W
RK73H1ETTP1502F	KOA	1005	15.0k	±1%	0.063W
RK73B1ETTP153J	KOA	1005	15k	±5%	0.063W
RK73H1ETTP1602F	KOA	1005	16.0k	±1%	0.063W
RK73B1ETTP163J	KOA	1005	16k	±5%	0.063W
RK73H1ETTP1802F	KOA	1005	18.0k	±1%	0.063W
RK73B1ETTP183J	KOA	1005	18k	±5%	0.063W
RK73H1ETTP2002F	KOA	1005	20.0k	±1%	0.063W
RK73B1ETTP203J	KOA	1005	20k	±5%	0.063W
RK73H1ETTP2202F	KOA	1005	22.0k	±1%	0.063W
RK73B1ETTP223J	KOA	1005	22k	±5%	0.063W
RK73H1ETTP2402F	KOA	1005	24.0k	±1%	0.063W
RK73B1ETTP243J	KOA	1005	24k	±5%	0.063W
RK73H1ETTP2702F	KOA	1005	27.0k	±1%	0.063W
RK73B1ETTP273J	KOA	1005	27k	±5%	0.063W
RK73H1ETTP3002F	KOA	1005	30.0k	±1%	0.063W
RK73B1ETTP303J	KOA	1005	30k	±5%	0.063W
RK73H1ETTP3302F	KOA	1005	33.0k	±1%	0.063W
RK73B1ETTP333J	KOA	1005	33k	±5%	0.063W
RK73H1ETTP3602F	KOA	1005	36.0k	±1%	0.063W
RK73B1ETTP363J	KOA	1005	36k	±5%	0.063W
RK73H1ETTP3902F	KOA	1005	39.0k	±1%	0.063W
RK73B1ETTP393J	KOA	1005	39k	±5%	0.063W
RK73H1ETTP4302F	KOA	1005	43.0k	±1%	0.063W
RK73B1ETTP433J	KOA	1005	43k	±5%	0.063W
RK73H1ETTP4702F	KOA	1005	47.0k	±1%	0.063W
RK73B1ETTP473J	KOA	1005	47k	±5%	0.063W
RK73H1ETTP5102F	KOA	1005	51.0k	±1%	0.063W
RK73B1ETTP513J	KOA	1005	51k	±5%	0.063W
RK73H1ETTP5602F	KOA	1005	56.0k	±1%	0.063W
RK73B1ETTP563J	KOA	1005	56k	±5%	0.063W
RK73H1ETTP6202F	KOA	1005	62.0k	±1%	0.063W
RK73B1ETTP623J	KOA	1005	62k	±5%	0.063W
RK73H1ETTP6802F	KOA	1005	68.0k	±1%	0.063W
RK73B1ETTP683J	KOA	1005	68k	±5%	0.063W
RK73H1ETTP7502F	KOA	1005	75.0k	±1%	0.063W
RK73B1ETTP753J	KOA	1005	75k	±5%	0.063W
RK73H1ETTP8202F	KOA	1005	82.0k	±1%	0.063W
RK73B1ETTP823J	KOA	1005	82k	±5%	0.063W
RK73H1ETTP9102F	KOA	1005	91.0k	±1%	0.063W
RK73B1ETTP913J	KOA	1005	91k	±5%	0.063W
RK73H1ETTP1003F	KOA	1005	100k	±1%	0.063W
RK73B1ETTP104J	KOA	1005	100k	±5%	0.063W
RK73H1ETTP1103F	KOA	1005	110k	±1%	0.063W
RK73B1ETTP114J	KOA	1005	110k	±5%	0.063W
RK73H1ETTP1203F	KOA	1005	120k	±1%	0.063W
RK73B1ETTP124J	KOA	1005	120k	±5%	0.063W
RK73H1ETTP1303F	KOA	1005	130k	±1%	0.063W
RK73B1ETTP134J	KOA	1005	130k	±5%	0.063W
RK73H1ETTP1503F	KOA	1005	150k	±1%	0.063W
RK73B1ETTP154J	KOA	1005	150k	±5%	0.063W
RK73H1ETTP1603F	KOA	1005	160k	±1%	0.063W
RK73B1ETTP164J	KOA	1005	160k	±5%	0.063W
RK73H1ETTP1803F	KOA	1005	180k	±1%	0.063W
RK73B1ETTP184J	KOA	1005	180k	±5%	0.063W
RK73H1ETTP2003F	KOA	1005	200k	±1%	0.063W
RK73B1ETTP204J	KOA	1005	200k	±5%	0.063W
RK73H1ETTP2203F	KOA	1005	220k	±1%	0.063W
RK73B1ETTP224J	KOA	1005	220k	±5%	0.063W
RK73H1ETTP2403F	KOA	1005	240k	±1%	0.063W
RK73B1ETTP244J	KOA	1005	240k	±5%	0.063W
RK73H1ETTP2703F	KOA	1005	270k	±1%	0.063W
RK73B1ETTP274J	KOA	1005	270k	±5%	0.063W
RK73H1ETTP3003F	KOA	1005	300k	±1%	0.063W
RK73B1ETTP304J	KOA	1005	300k	±5%	0.063W
RK73H1ETTP3303F	KOA	1005	330k	±1%	0.063W
RK73B1ETTP334J	KOA	1005	330k	±5%	0.063W
RK73H1ETTP3603F	KOA	1005	360k	±1%	0.063W
RK73B1ETTP364J	KOA	1005	360k	±5%	0.063W
RK73H1ETTP3903F	KOA	1005	390k	±1%	0.063W
RK73B1ETTP394J	KOA	1005	390k	±5%	0.063W
RK73H1ETTP4303F	KOA	1005	430k	±1%	0.063W
RK73B1ETTP434J	KOA	1005	430k	±5%	0.063W
RK73H1ETTP4703F	KOA	1005	470k	±1%	0.063W
RK73B1ETTP474J	KOA	1005	470k	±5%	0.063W
RK73H1ETTP5103F	KOA	1005	510k	±1%	0.063W
RK73B1ETTP514J	KOA	1005	510k	±5%	0.063W
RK73H1ETTP5603F	KOA	1005	560k	±1%	0.063W
RK73B1ETTP564J	KOA	1005	560k	±5%	0.063W
RK73H1ETTP6203F	KOA	1005	620k	±1%	0.063W
RK73B1ETTP624J	KOA	1005	620k	±5%	0.063W
RK73H1ETTP6803F	KOA	1005	680k	±1%	0.063W
RK73B1ETTP684J	KOA	1005	680k	±5%	0.063W
RK73H1ETTP7503F	KOA	1005	750k	±1%	0.063W
RK73B1ETTP754J	KOA	1005	750k	±5%	0.063W
RK73H1ETTP8203F	KOA	1005	820k	±1%	0.063W
RK73B1ETTP824J	KOA	1005	820k	±5%	0.063W
RK73H1ETTP9103F	KOA	1005	910k	±1%	0.063W
RK73B1ETTP914J	KOA	1005	910k	±5%	0.063W
RK73H1ETTP1004F	KOA	1005	1.00M	±1%	0.063W
RK73B1ETTP105J	KOA	1005	1M	±5%	0.063W
RK73H1ETTP1104F	KOA	1005	1.10M	±1%	0.063W
RK73B1ETTP115J	KOA	1005	1.1M	±5%	0.063W
RK73H1ETTP1204F	KOA	1005	1.20M	±1%	0.063W
RK73B1ETTP125J	KOA	1005	1.2M	±5%	0.063W
RK73H1ETTP1304F	KOA	1005	1.30M	±1%	0.063W
RK73B1ETTP135J	KOA	1005	1.3M	±5%	0.063W
RK73H1ETTP1504F	KOA	1005	1.50M	±1%	0.063W
RK73B1ETTP155J	KOA	1005	1.5M	±5%	0.063W
RK73H1ETTP1604F	KOA	1005	1.60M	±1%	0.063W
RK73B1ETTP165J	KOA	1005	1.6M	±5%	0.063W
RK73H1ETTP1804F	KOA	1005	1.80M	±1%	0.063W
RK73B1ETTP185J	KOA	1005	1.8M	±5%	0.063W
RK73H1ETTP2004F	KOA	1005	2.00M	±1%	0.063W
RK73B1ETTP205J	KOA	1005	2.0M	±5%	0.063W
RK73H1ETTP2204F	KOA	1005	2.2M	±1%	0.063W
RK73B1ETTP225J	KOA	1005	2.2M	±5%	0.063W
RK73H1ETTP2404F	KOA	1005	2.4M	±1%	0.063W
RK73B1ETTP245J	KOA	1005	2.4M	±5%	0.063W
RK73H1ETTP2704F	KOA	1005	2.70M	±1%	0.063W
RK73B1ETTP275J	KOA	1005	2.7M	±5%	0.063W
RK73H1ETTP3004F	KOA	1005	3.00M	±1%	0.063W
RK73B1ETTP305J	KOA	1005	3.0M	±5%	0.063W
RK73H1ETTP3304F	KOA	1005	3.30M	±1%	0.063W
RK73B1ETTP335J	KOA	1005	3.3M	±5%	0.063W
RK73H1ETTP3604F	KOA	1005	3.60M	±1%	0.063W
RK73B1ETTP365J	KOA	1005	3.6M	±5%	0.063W
RK73H1ETTP3904F	KOA	1005	3.90M	±1%	0.063W
RK73B1ETTP395J	KOA	1005	3.9M	±5%	0.063W
RK73H1ETTP4304F	KOA	1005	4.30M	±1%	0.063W
RK73B1ETTP435J	KOA	1005	4.3M	±5%	0.063W
RK73H1ETTP4704F	KOA	1005	4.70M	±1%	0.063W
RK73B1ETTP475J	KOA	1005	4.7M	±5%	0.063W
RK73H1ETTP5104F	KOA	1005	5.10M	±1%	0.063W
RK73B1ETTP515J	KOA	1005	5.1M	±5%	0.063W
RK73H1ETTP5604F	KOA	1005	5.60M	±1%	0.063W
RK73B1ETTP565J	KOA	1005	5.6M	±5%	0.063W
RK73H1ETTP6204F	KOA	1005	6.20M	±1%	0.063W
RK73B1ETTP625J	KOA	1005	6.2M	±5%	0.063W
RK73H1ETTP6804F	KOA	1005	6.80M	±1%	0.063W
RK73B1ETTP685J	KOA	1005	6.8M	±5%	0.063W
RK73H1ETTP7504F	KOA	1005	7.50M	±1%	0.063W
RK73B1ETTP755J	KOA	1005	7.5M	±5%	0.063W
RK73H1ETTP8204F	KOA	1005	8.20M	±1%	0.063W
RK73B1ETTP825J	KOA	1005	8.2M	±5%	0.063W
RK73H1ETTP9104F	KOA	1005	9.10M	±1%	0.063W
RK73B1ETTP915J	KOA	1005	9.1M	±5%	0.063W
RK73H1ETTP1005F	KOA	1005	10.0M	±1%	0.063W
RK73B1ETTP106J	KOA	1005	10M	±5%	0.063W
RK73H1JTTD1R00F	KOA	1608	1	±1%	0.1W
RK73B1JTTD1R0J	KOA	1608	1	±5%	0.1W
RK73H1JTTD1R10F	KOA	1608	1.1	±1%	0.1W
RK73B1JTTD1R1J	KOA	1608	1.1	±5%	0.1W
RK73H1JTTD1R20F	KOA	1608	1.2	±1%	0.1W
RK73B1JTTD1R2J	KOA	1608	1.2	±5%	0.1W
RK73H1JTTD1R30F	KOA	1608	1.3	±1%	0.1W
RK73B1JTTD1R3J	KOA	1608	1.3	±5%	0.1W
RK73H1JTTD1R50F	KOA	1608	1.5	±1%	0.1W
RK73B1JTTD1R5J	KOA	1608	1.5	±5%	0.1W
RK73H1JTTD1R60F	KOA	1608	1.6	±1%	0.1W
RK73B1JTTD1R6J	KOA	1608	1.6	±5%	0.1W
RK73H1JTTD1R80F	KOA	1608	1.8	±1%	0.1W
RK73B1JTTD1R8J	KOA	1608	1.8	±5%	0.1W
RK73H1JTTD2R00F	KOA	1608	2	±1%	0.1W
RK73B1JTTD2R0J	KOA	1608	2	±5%	0.1W
RK73H1JTTD2R20F	KOA	1608	2.2	±1%	0.1W
RK73B1JTTD2R2J	KOA	1608	2.2	±5%	0.1W
RK73H1JTTD2R40F	KOA	1608	2.4	±1%	0.1W
RK73B1JTTD2R4J	KOA	1608	2.4	±5%	0.1W
RK73H1JTTD2R70F	KOA	1608	2.7	±1%	0.1W
RK73B1JTTD2R7J	KOA	1608	2.7	±5%	0.1W
RK73H1JTTD3R00F	KOA	1608	3	±1%	0.1W
RK73B1JTTD3R0J	KOA	1608	3	±5%	0.1W
RK73H1JTTD3R30F	KOA	1608	3.3	±1%	0.1W
RK73B1JTTD3R3J	KOA	1608	3.3	±5%	0.1W
RK73H1JTTD3R60F	KOA	1608	3.6	±1%	0.1W
RK73B1JTTD3R6J	KOA	1608	3.6	±5%	0.1W
RK73H1JTTD3R90F	KOA	1608	3.9	±1%	0.1W
RK73B1JTTD3R9J	KOA	1608	3.9	±5%	0.1W
RK73H1JTTD4R30F	KOA	1608	4.3	±1%	0.1W
RK73B1JTTD4R3J	KOA	1608	4.3	±5%	0.1W
RK73H1JTTD4R70F	KOA	1608	4.7	±1%	0.1W
RK73B1JTTD4R7J	KOA	1608	4.7	±5%	0.1W
RK73H1JTTD5R10F	KOA	1608	5.1	±1%	0.1W
RK73B1JTTD5R1J	KOA	1608	5.1	±5%	0.1W
RK73H1JTTD5R60F	KOA	1608	5.6	±1%	0.1W
RK73B1JTTD5R6J	KOA	1608	5.6	±5%	0.1W
RK73H1JTTD6R20F	KOA	1608	6.2	±1%	0.1W
RK73B1JTTD6R2J	KOA	1608	6.2	±5%	0.1W
RK73H1JTTD6R80F	KOA	1608	6.8	±1%	0.1W
RK73B1JTTD6R8J	KOA	1608	6.8	±5%	0.1W
RK73H1JTTD7R50F	KOA	1608	7.5	±1%	0.1W
RK73B1JTTD7R5J	KOA	1608	7.5	±5%	0.1W
RK73H1JTTD8R20F	KOA	1608	8.2	±1%	0.1W
RK73B1JTTD8R2J	KOA	1608	8.2	±5%	0.1W
RK73H1JTTD9R10F	KOA	1608	9.1	±1%	0.1W
RK73B1JTTD9R1J	KOA	1608	9.1	±5%	0.1W
RK73H1JTTD10R0F	KOA	1608	10	±1%	0.1W
RK73B1JTTD100J	KOA	1608	10	±5%	0.1W
RK73H1JTTD11R0F	KOA	1608	11	±1%	0.1W
RK73B1JTTD110J	KOA	1608	11	±5%	0.1W
RK73H1JTTD12R0F	KOA	1608	12	±1%	0.1W
RK73B1JTTD120J	KOA	1608	12	±5%	0.1W
RK73H1JTTD13R0F	KOA	1608	13	±1%	0.1W
RK73B1JTTD130J	KOA	1608	13	±5%	0.1W
RK73H1JTTD15R0F	KOA	1608	15	±1%	0.1W
RK73B1JTTD150J	KOA	1608	15	±5%	0.1W
RK73H1JTTD16R0F	KOA	1608	16	±1%	0.1W
RK73B1JTTD160J	KOA	1608	16	±5%	0.1W
RK73H1JTTD18R0F	KOA	1608	18	±1%	0.1W
RK73B1JTTD180J	KOA	1608	18	±5%	0.1W
RK73H1JTTD20R0F	KOA	1608	20	±1%	0.1W
RK73B1JTTD200J	KOA	1608	20	±5%	0.1W
RK73H1JTTD22R0F	KOA	1608	22	±1%	0.1W
RK73B1JTTD220J	KOA	1608	22	±5%	0.1W
RK73H1JTTD24R0F	KOA	1608	24	±1%	0.1W
RK73B1JTTD240J	KOA	1608	24	±5%	0.1W
RK73H1JTTD27R0F	KOA	1608	27	±1%	0.1W
RK73B1JTTD270J	KOA	1608	27	±5%	0.1W
RK73H1JTTD30R0F	KOA	1608	30	±1%	0.1W
RK73B1JTTD300J	KOA	1608	30	±5%	0.1W
RK73H1JTTD33R0F	KOA	1608	33	±1%	0.1W
RK73B1JTTD330J	KOA	1608	33	±5%	0.1W
RK73H1JTTD36R0F	KOA	1608	36	±1%	0.1W
RK73B1JTTD360J	KOA	1608	36	±5%	0.1W
RK73H1JTTD39R0F	KOA	1608	39	±1%	0.1W
RK73B1JTTD390J	KOA	1608	39	±5%	0.1W
RK73H1JTTD43R0F	KOA	1608	43	±1%	0.1W
RK73B1JTTD430J	KOA	1608	43	±5%	0.1W
RK73H1JTTD47R0F	KOA	1608	47	±1%	0.1W
RK73B1JTTD470J	KOA	1608	47	±5%	0.1W
RK73H1JTTD51R0F	KOA	1608	51	±1%	0.1W
RK73B1JTTD510J	KOA	1608	51	±5%	0.1W
RK73H1JTTD56R0F	KOA	1608	56	±1%	0.1W
RK73B1JTTD560J	KOA	1608	56	±5%	0.1W
RK73H1JTTD62R0F	KOA	1608	62	±1%	0.1W
RK73B1JTTD620J	KOA	1608	62	±5%	0.1W
RK73H1JTTD68R0F	KOA	1608	68	±1%	0.1W
RK73B1JTTD680J	KOA	1608	68	±5%	0.1W
RK73H1JTTD75R0F	KOA	1608	75	±1%	0.1W
RK73B1JTTD750J	KOA	1608	75	±5%	0.1W
RK73H1JTTD82R0F	KOA	1608	82	±1%	0.1W
RK73B1JTTD820J	KOA	1608	82	±5%	0.1W
RK73H1JTTD91R0F	KOA	1608	91	±1%	0.1W
